Node,1,16,32,48,64,80,95,111,127,143,159
0,72775,21213,4678,1056,218,41,16,3,0,0
1,72705,21220,4722,1083,210,45,10,5,0,0
2,72580,21257,4745,1112,227,64,10,3,1,1
3,72686,21265,4740,1035,224,37,10,2,1,0
4,72594,21288,4823,1009,225,41,19,0,0,1
5,72563,21360,4791,1008,202,62,10,2,2,0
6,72654,21278,4753,1020,235,41,17,2,0,0
7,72647,21260,4746,1045,228,56,14,4,0,0
8,72659,21330,4653,1013,268,49,20,5,3,0
9,72543,21543,4638,973,239,51,10,3,0,0
10,72952,21196,4566,1020,203,50,11,0,2,0
11,73102,21069,4583,967,224,47,5,2,1,0
12,72927,21190,4626,980,207,54,16,0,0,0
13,72820,21342,4570,1001,212,40,9,6,0,0
14,72725,21318,4681,1008,209,42,14,3,0,0
15,72774,21284,4601,1049,231,44,16,1,0,0
16,72416,21463,4772,1041,239,47,22,0,0,0
17,72458,21610,4657,993,217,53,8,2,1,1
18,73140,21056,4567,976,198,45,10,6,2,0
19,72642,21421,4617,1044,220,43,9,3,0,1
20,73142,21048,4547,997,213,43,6,4,0,0
21,73003,21095,4589,1027,214,56,9,6,1,0
22,72565,21481,4654,1025,216,47,10,1,1,0
23,73039,21137,4600,975,184,56,6,3,0,0
24,72727,21214,4745,1044,209,44,14,2,1,0
25,72495,21534,4600,1053,258,49,10,1,0,0
26,72685,21281,4706,1052,213,44,15,4,0,0
27,72943,21173,4609,1000,210,53,8,4,0,0
28,72891,21279,4592,966,212,46,13,1,0,0
29,72987,21087,4621,1023,212,53,11,5,1,0
