Node,3,329,656,983,1309,1636,1963,2289,2616,2943,3270
0,39259,8514,1686,402,95,33,7,3,0,1
1,38479,8952,1934,457,128,39,7,2,1,1
2,38110,9123,2053,528,124,43,11,6,2,0
3,38399,9044,1924,466,116,34,15,1,1,0
4,38575,8879,1948,447,110,31,7,2,1,0
5,38922,8628,1821,468,126,20,11,3,1,0
6,38765,8826,1830,422,115,33,4,4,1,0
7,39037,8660,1775,365,121,31,8,3,0,0
8,38793,8826,1779,444,109,35,8,3,2,1
9,38745,8777,1864,451,107,37,12,6,0,1
10,39008,8523,1879,407,132,36,8,4,1,2
11,38989,8589,1817,442,108,40,10,4,1,0
12,38990,8595,1821,438,102,34,13,6,1,0
13,39067,8532,1792,468,102,27,7,5,0,0
14,39056,8395,1911,469,120,27,13,4,4,1
15,39394,8267,1758,422,110,36,12,1,0,0
16,39639,8087,1745,373,112,32,6,5,1,0
17,40821,7419,1351,305,83,15,3,3,0,0
18,43032,6001,805,133,24,5,0,0,0,0
19,44394,4942,593,63,7,1,0,0,0,0
