Node,11,824,1638,2452,3266,4080,4894,5708,6522,7336,8150
0,87,10,3,0,0,0,0,0,0,0
1,72,17,6,3,1,0,1,0,0,0
2,74,15,6,2,2,1,0,0,0,0
3,64,25,9,1,1,0,0,0,0,0
4,62,20,8,5,2,2,0,0,0,1
5,69,19,2,5,2,0,1,1,1,0
6,68,27,3,2,0,0,0,0,0,0
7,68,23,4,2,1,0,0,1,0,1
8,78,17,3,0,2,0,0,0,0,0
9,61,28,5,3,1,1,1,0,0,0
10,66,21,9,3,0,0,1,0,0,0
11,70,25,1,2,1,0,1,0,0,0
12,75,16,5,3,0,0,0,0,0,1
13,64,24,8,3,1,0,0,0,0,0
14,68,18,9,3,0,1,1,0,0,0
15,69,15,11,2,2,0,0,0,0,1
16,62,23,9,3,1,1,0,1,0,0
17,72,19,6,3,0,0,0,0,0,0
18,82,12,3,1,1,1,0,0,0,0
19,85,11,3,0,1,0,0,0,0,0
