,rank,count
0,0,45
1,1,6
2,2,12
3,3,12
4,4,27
5,5,12
6,6,18
7,7,12
8,8,12
9,9,3
10,10,15
11,11,18
12,12,27
13,13,6
14,14,9
15,15,9
