,rank effect,count
0,-9,8196
1,-8,73800
2,-7,295524
3,-6,691392
4,-5,1044432
5,-4,1066464
6,-3,762384
7,-2,422208
8,-1,248760
9,1,248760
10,2,422208
11,3,762384
12,4,1066464
13,5,1044432
14,6,691392
15,7,295524
16,8,73800
17,9,8196
