Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-3,0,0,0,0
A,-2,0,0,91840,91840
A,-1,0,0,400700,400700
A,0,7680,7680,569740,569740
A,1,13920,13920,386780,386780
A,2,7680,7680,84160,84160
A,3,0,0,0,0
B,-3,0,0,0,0
B,-2,0,0,65760,65760
B,-1,0,0,414340,414340
B,0,6000,6000,596300,596300
B,1,17280,17280,397060,397060
B,2,6000,6000,59760,59760
B,3,0,0,0,0
C,-3,0,0,0,0
C,-2,0,0,91840,91840
C,-1,0,0,400700,400700
C,0,7680,7680,569740,569740
C,1,13920,13920,386780,386780
C,2,7680,7680,84160,84160
C,3,0,0,0,0
D,-3,0,0,0,0
D,-2,0,0,65760,65760
D,-1,0,0,414340,414340
D,0,6000,6000,596300,596300
D,1,17280,17280,397060,397060
D,2,6000,6000,59760,59760
D,3,0,0,0,0
E,-3,0,0,0,0
E,-2,0,0,65760,65760
E,-1,0,0,414340,414340
E,0,6000,6000,596300,596300
E,1,17280,17280,397060,397060
E,2,6000,6000,59760,59760
E,3,0,0,0,0
F,-3,0,0,3840,3840
F,-2,0,0,56000,56000
F,-1,0,0,420220,420220
F,0,7200,7200,595180,595180
F,1,16320,16320,403900,403900
F,2,4320,4320,51680,51680
F,3,1440,1440,2400,2400
G,-3,0,0,0,0
G,-2,0,0,91840,91840
G,-1,0,0,400700,400700
G,0,7680,7680,569740,569740
G,1,13920,13920,386780,386780
G,2,7680,7680,84160,84160
G,3,0,0,0,0
H,-3,0,0,3840,3840
H,-2,0,0,56000,56000
H,-1,0,0,420220,420220
H,0,7200,7200,595180,595180
H,1,16320,16320,403900,403900
H,2,4320,4320,51680,51680
H,3,1440,1440,2400,2400
