Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-5,0,0,0,0
A,-4,0,0,0,0
A,-3,0,0,8453,3135
A,-2,0,0,143708,115830
A,-1,0,0,869177,903598
A,0,93312,93312,1320012,1317562
A,1,75438,75438,793739,828160
A,2,25038,25038,118670,90792
A,3,1044,1044,7409,2091
A,4,0,0,0,0
A,5,0,0,0,0
B,-5,0,0,0,0
B,-4,0,0,0,0
B,-3,0,0,0,0
B,-2,0,0,202811,110547
B,-1,0,0,496802,531850
B,0,92352,92352,812422,926854
B,1,26454,26454,470348,505396
B,2,11082,11082,191729,99465
B,3,0,0,0,0
B,4,0,0,0,0
B,5,0,0,0,0
C,-5,0,0,0,0
C,-4,0,0,2354,0
C,-3,0,0,97645,46411
C,-2,0,0,498795,433882
C,-1,0,0,1330275,1386400
C,0,112860,112860,1789002,1913754
C,1,116775,116775,1213500,1269625
C,2,77868,77868,420927,356014
C,3,14863,17217,82782,29194
C,4,2354,0,0,0
C,5,0,0,0,0
D,-5,0,0,2619,567
D,-4,0,0,51220,22518
D,-3,0,0,302344,221045
D,-2,0,0,870012,870622
D,-1,0,0,1507789,1575673
D,0,181890,181890,2414142,2501260
D,1,113922,113922,1393867,1461751
D,2,98637,98637,771375,771985
D,3,47666,50232,254678,170813
D,4,11926,9360,39294,13158
D,5,567,567,2052,0
E,-5,0,0,0,0
E,-4,0,0,22611,204
E,-3,0,0,210822,59649
E,-2,0,0,610108,539247
E,-1,0,0,826998,1034381
E,0,110214,110214,1156708,1230824
E,1,89559,89559,737439,944822
E,2,50112,50112,559996,489135
E,3,9891,9891,200931,49758
E,4,0,0,22611,204
E,5,0,0,0,0
F,-5,0,0,0,0
F,-4,0,0,0,0
F,-3,0,0,32336,14847
F,-2,0,0,253174,220440
F,-1,0,0,1112736,1167741
F,0,90648,90648,1720860,1711296
F,1,113031,113031,999705,1054710
F,2,50373,50373,202801,170067
F,3,5724,5724,26612,9123
F,4,0,0,0,0
F,5,0,0,0,0
G,-5,0,0,0,0
G,-4,0,0,5013,2826
G,-3,0,0,82867,44566
G,-2,0,0,378180,358406
G,-1,0,0,1037497,1087598
G,0,79902,79902,1520984,1541306
G,1,98091,98091,939406,989507
G,2,65106,65106,313074,293300
G,3,15138,15138,67729,29428
G,4,1539,1539,3474,1287
G,5,0,0,0,0
H,-5,0,0,0,0
H,-4,0,0,1935,0
H,-3,0,0,58463,28043
H,-2,0,0,283723,220639
H,-1,0,0,816453,848298
H,0,109800,109800,1025052,1152240
H,1,51570,51570,764883,796728
H,2,25344,25344,258379,195295
H,3,6183,8118,52280,19925
H,4,1935,0,0,0
H,5,0,0,0,0
I,-5,0,0,0,0
I,-4,0,0,0,0
I,-3,0,0,0,0
I,-2,0,0,117133,27954
I,-1,0,0,967008,951915
I,0,146466,146466,1141252,1349796
I,1,48366,48366,918642,903549
I,2,0,0,117133,27954
I,3,0,0,0,0
I,4,0,0,0,0
I,5,0,0,0,0
