Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-3,2560,2560,0,0,7680,7680
-2,246960,246960,0,0,584800,584800
-1,1595480,1595480,0,0,3285560,3285560
0,0,0,55440,55440,4688480,4688480
1,0,0,126240,126240,3159320,3159320
2,0,0,49680,49680,535120,535120
3,0,0,2880,2880,4800,4800
