Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-3,0,0,0,0,2,2
-2,2,2,0,0,165,165
-1,264,264,0,0,1094,1094
0,4,4,482,482,1316,1316
1,0,0,503,503,591,591
2,0,0,95,95,70,70
3,0,0,0,0,2,2
