Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-2,24,24,0,0,48,48
-1,496,496,0,0,912,912
0,0,0,144,144,1008,1008
1,0,0,384,384,528,528
2,0,0,48,48,0,0
