Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-6,1,1,0,0,1,1
-5,65,65,0,0,321,321
-4,578,579,0,0,2306,2307
-3,1654,1653,0,0,6204,6201
-2,2158,2158,0,0,9214,9214
-1,15601,15600,0,0,25247,25254
0,0,1,40224,40224,39078,39068
1,0,0,10607,10607,14640,14647
2,0,0,4759,4762,4455,4452
3,0,0,3226,3223,2978,2978
4,0,0,1104,1104,1202,1203
5,0,0,20,20,301,301
6,0,0,0,0,1,1
