Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,80,78,0,0,400,390
-4,672,672,0,0,2688,2690
-3,2080,2082,0,0,7520,7528
-2,3392,3390,0,0,11616,11612
-1,21520,21508,0,0,32144,32134
0,0,14,54584,54584,44040,44068
1,0,0,8062,8062,24082,24072
2,0,0,5848,5848,5768,5764
3,0,0,4292,4292,3228,3236
4,0,0,1664,1664,1024,1026
5,0,0,250,250,150,140
