Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-4,120,120,0,0,480,480
-3,1200,1200,0,0,3680,3680
-2,3648,3648,0,0,9968,9968
-1,22704,22704,0,0,37408,37408
0,0,0,18096,18096,51632,51632
1,0,0,9578,9578,27830,27830
2,0,0,3244,3244,6724,6724
3,0,0,1422,1422,2258,2258
4,0,0,168,168,312,312
