Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-4,336,336,0,0,1556,1556
-3,6368,6368,0,0,27082,27082
-2,44352,44352,0,0,175412,175412
-1,426206,426206,0,0,1093078,1093078
0,0,0,211584,211584,1494960,1494960
1,0,0,182928,182928,910150,910150
2,0,0,46068,46068,129344,129344
3,0,0,10704,10704,16378,16378
4,0,0,876,876,680,680
