,rank effect,count
0,-8,432
1,-7,6198
2,-6,41952
3,-5,167328
4,-4,426048
5,-3,710976
6,-2,774144
7,-1,3163470
8,0,11726304
9,1,3163470
10,2,774144
11,3,710976
12,4,426048
13,5,167328
14,6,41952
15,7,6198
16,8,432
