,rank effect,count
0,-6,103936
1,-5,2051888
2,-4,18713930
3,-3,94731828
4,-2,311821568
5,-1,1542195420
6,0,2799962860
7,1,1542195420
8,2,311821568
9,3,94731828
10,4,18713930
11,5,2051888
12,6,103936
