Rank,Count (Max),Count (Avg)
0,3,3
1,10,10
2,45,45
3,120,120
4,203,203
5,237,237
6,192,192
7,114,114
8,56,59
9,26,26
10,11,12
11,4,2
12,1,1
13,1,0
14,1,0
