Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-9,2,2,0,0,2,2
-3,8,8,0,0,8,8
-1,5102,5102,0,0,5102,5102
1,0,0,2,2,1020,1020
9,8,8,10,10,0,0
