Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-13,1,0,0,0,1,0
-11,1,2,0,0,2,2
-10,0,0,0,0,0,1
-7,6,5,0,0,6,5
-5,53,20,0,0,54,21
-4,0,6,0,0,0,6
-3,316,212,0,0,316,212
-2,0,159,0,0,0,159
-1,1912,1861,0,0,1912,1861
0,0,24,0,0,0,44
1,1,1,5,5,714,682
2,0,0,0,0,0,34
3,4,4,7,7,38,15
4,0,0,0,1,0,2
5,3,3,6,5,1,0
7,1,1,2,2,0,0
9,3,5,3,5,0,0
10,0,1,0,1,0,0
11,3,0,4,2,0,0
13,0,0,1,0,0,0
