Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-11,3,0,0,0,0,0
-9,20,0,0,0,0,0
-7,31,2,0,0,0,0
-6,0,3,0,0,0,0
-5,296,4,0,0,0,0
-4,0,59,0,0,0,0
-3,426,229,0,0,0,0
-2,0,487,0,0,0,0
-1,1528,1375,0,0,32,31
0,0,145,0,0,0,68
1,0,0,5,5,936,842
2,0,0,0,0,0,85
3,0,0,0,0,49,7
5,0,0,0,0,16,0
