Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-62,0,0,0,0
A,-61,0,0,0,0
A,-60,0,0,0,0
A,-59,0,0,0,0
A,-58,0,0,0,0
A,-57,0,0,0,0
A,-56,0,0,0,0
A,-55,0,0,0,0
A,-54,0,0,0,0
A,-53,0,0,3,0
A,-52,0,0,3,0
A,-51,0,0,0,0
A,-50,0,0,6,0
A,-49,0,0,6,0
A,-48,0,0,0,0
A,-47,0,0,15,0
A,-46,0,0,15,0
A,-45,0,0,0,3
A,-44,0,0,15,3
A,-43,0,0,15,0
A,-42,0,0,0,3
A,-41,0,0,123,6
A,-40,0,0,120,9
A,-39,0,0,3,12
A,-38,0,0,93,12
A,-37,0,0,18,18
A,-36,0,0,12,33
A,-35,0,0,168,30
A,-34,0,0,60,57
A,-33,0,0,18,60
A,-32,0,0,75,57
A,-31,0,0,57,75
A,-30,0,0,39,90
A,-29,0,0,93,129
A,-28,0,0,354,135
A,-27,0,0,147,105
A,-26,0,0,144,78
A,-25,0,0,45,108
A,-24,0,0,57,138
A,-23,0,0,102,204
A,-22,0,0,144,120
A,-21,0,0,39,159
A,-20,0,0,234,183
A,-19,0,0,129,138
A,-18,0,0,75,138
A,-17,0,0,330,132
A,-16,0,0,156,222
A,-15,0,0,30,168
A,-14,0,0,123,159
A,-13,0,0,189,204
A,-12,0,0,123,201
A,-11,0,0,252,156
A,-10,0,0,360,153
A,-9,0,0,54,171
A,-8,0,0,228,195
A,-7,0,0,327,264
A,-6,0,0,54,183
A,-5,0,0,93,246
A,-4,0,0,135,225
A,-3,0,0,3,201
A,-2,0,0,105,438
A,-1,0,0,1509,963
A,0,36,36,90,318
A,1,0,0,1509,963
A,2,0,0,105,438
A,3,0,0,3,201
A,4,0,3,135,222
A,5,3,3,90,243
A,6,3,3,51,180
A,7,3,3,324,261
A,8,3,3,225,192
A,9,3,0,51,171
A,10,0,0,360,153
A,11,0,0,252,156
A,12,0,0,123,201
A,13,0,6,189,198
A,14,0,24,123,135
A,15,6,21,24,147
A,16,12,15,144,207
A,17,12,9,318,123
A,18,12,3,63,135
A,19,12,3,117,135
A,20,9,0,225,183
A,21,6,0,33,159
A,22,3,0,141,120
A,23,3,0,99,204
A,24,3,0,54,138
A,25,3,0,42,108
A,26,0,0,144,78
A,27,0,0,147,105
A,28,0,3,354,132
A,29,0,6,93,123
A,30,0,15,39,75
A,31,0,6,57,69
A,32,0,0,75,57
A,33,6,0,12,60
A,34,6,0,54,57
A,35,6,0,162,30
A,36,6,0,6,33
A,37,6,0,12,18
A,38,0,0,93,12
A,39,0,0,3,12
A,40,0,0,120,9
A,41,0,0,123,6
A,42,0,0,0,3
A,43,0,0,15,0
A,44,0,0,15,3
A,45,0,0,0,3
A,46,0,0,15,0
A,47,0,0,15,0
A,48,0,0,0,0
A,49,0,0,6,0
A,50,0,0,6,0
A,51,0,0,0,0
